word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
imagine,that,15.09%,how,11.32%,she,5.66%
saying,to,9.8%,as,7.84%,any,5.88%
yourself,to,9.26%,and,9.26%,i,7.41%
why,should,18.18%,do,12.73%,not,7.27%
talk,of,30.51%,to,15.25%,and,8.47%
can,be,15.96%,have,3.9%,do,3.55%
known,to,20.0%,of,6.67%,the,5.0%
word,of,8.7%,to,7.61%,i,7.61%
something,to,10.62%,of,10.62%,about,5.31%
nothing,to,12.11%,but,9.77%,of,9.77%
given,her,17.11%,to,10.53%,up,6.58%
enough,to,41.86%,for,20.16%,of,4.65%
whole,party,7.89%,of,6.58%,day,5.26%
longer,than,11.86%,but,6.78%,she,5.08%
same,time,8.91%,party,4.95%,moment,3.96%
attention,to,23.73%,and,13.56%,my,5.08%
dare,say,87.93%,to,6.9%,not,5.17%
care,of,43.14%,for,17.65%,and,9.8%
satisfied,with,26.92%,to,7.69%,without,7.69%
general,and,7.69%,but,4.62%,way,4.62%
churchill,was,6.77%,had,6.77%,and,6.25%
love,with,26.5%,and,6.84%,of,4.27%
mrs,churchill,16.75%,cole,14.14%,goddard,13.09%
ought,to,75.79%,not,7.37%,and,4.21%
return,of,17.86%,to,14.29%,it,7.14%
still,more,5.22%,however,4.35%,he,4.35%
once,more,7.23%,in,6.02%,and,6.02%
frank,churchill,72.93%,and,3.31%,was,2.76%
aunt,and,15.38%,was,7.69%,is,5.77%
saw,her,11.11%,it,7.41%,that,6.48%
perry,was,9.46%,had,8.11%,and,8.11%
bates,and,15.08%,was,7.14%,but,3.97%
morning,and,16.82%,to,7.48%,he,7.48%
letter,to,8.33%,from,8.33%,and,7.41%
heard,of,12.5%,him,8.33%,from,7.5%
course,of,27.87%,but,6.56%,the,4.92%
sense,of,35.71%,and,17.86%,would,8.93%
ill,of,11.11%,and,8.33%,health,8.33%
taken,place,12.07%,up,6.9%,away,6.9%
perhaps,the,7.22%,it,7.22%,i,6.19%
room,and,7.69%,at,7.69%,she,5.13%
set,off,17.46%,of,12.7%,out,11.11%
lady,and,12.12%,to,4.55%,who,4.55%
under,the,17.46%,a,12.7%,such,11.11%
degree,of,57.14%,that,7.14%,she,5.36%
possible,and,9.64%,that,9.64%,she,6.02%
gave,her,14.81%,me,12.96%,the,9.26%
looking,at,13.24%,very,5.88%,over,5.88%
smith,and,7.69%,was,6.41%,i,5.13%
harriet,was,7.49%,smith,6.52%,had,4.59%
eyes,and,7.84%,were,7.84%,in,5.88%
person,and,11.11%,to,7.94%,i,6.35%
superior,to,22.03%,in,8.47%,he,5.08%
martin,and,11.11%,is,6.94%,had,5.56%
bad,thing,11.67%,sore,6.67%,the,3.33%
talking,of,26.42%,to,15.09%,about,9.43%
ready,to,51.52%,wit,9.09%,and,6.06%
feelings,and,10.89%,of,7.92%,i,5.94%
thinking,of,45.0%,it,8.33%,the,5.0%
does,not,49.61%,seem,3.1%,i,3.1%
read,it,21.57%,the,13.73%,more,5.88%
yes,i,13.6%,said,7.2%,but,4.8%
