word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
high,and,10.87%,treason,3.99%,a,3.26%
knows,not,17.73%,what,6.36%,the,5.91%
half,so,8.86%,a,8.44%,an,8.02%
write,to,12.1%,and,5.65%,my,5.65%
number,of,33.33%,more,8.77%,that,5.26%
poet,i,12.5%,and,8.93%,painter,3.57%
faces,and,8.77%,are,5.26%,for,5.26%
less,than,20.93%,in,4.65%,to,3.72%
tongue,and,6.71%,to,5.76%,that,4.08%
alive,and,12.22%,i,7.78%,that,6.67%
twice,the,8.0%,or,6.67%,in,4.0%
rough,and,14.63%,a,3.66%,in,3.66%
winds,and,16.36%,of,7.27%,that,5.45%
shake,the,13.27%,off,8.85%,your,4.42%
short,and,7.96%,as,7.08%,of,6.19%
sometime,a,8.05%,like,6.9%,he,4.6%
hot,and,9.83%,blood,4.62%,as,3.47%
often,have,5.17%,heard,4.31%,hast,3.45%
gold,and,13.22%,for,6.17%,to,5.29%
chance,to,21.74%,of,7.83%,and,6.09%
course,of,26.42%,and,8.81%,to,5.03%
lose,the,10.53%,it,7.18%,his,6.7%
long,to,7.44%,as,6.2%,and,4.34%
breathe,my,6.15%,and,6.15%,in,4.62%
blunt,and,21.92%,i,5.48%,the,4.11%
earth,and,11.97%,to,3.88%,i,2.59%
teeth,and,24.56%,as,5.26%,from,3.51%
burn,the,13.95%,and,5.81%,in,5.81%
glad,to,32.03%,of,17.19%,i,7.81%
sorry,for,19.15%,that,15.96%,to,8.51%
swift,as,14.1%,and,8.97%,foot,3.85%
wide,world,10.71%,as,7.14%,and,7.14%
forbid,the,9.72%,that,8.33%,my,8.33%
draw,the,11.43%,near,6.19%,thy,5.24%
worst,of,17.31%,is,7.69%,for,4.81%
wrong,to,8.54%,and,6.91%,me,4.88%
ever,i,7.86%,thou,2.29%,yet,2.13%
master,brook,5.19%,and,4.62%,shallow,3.9%
mistress,page,9.52%,ford,9.3%,anne,5.67%
passion,of,7.02%,and,6.14%,is,3.51%
heart,and,8.19%,of,4.97%,to,4.87%
fashion,of,14.14%,and,9.09%,to,5.05%
false,to,4.95%,and,3.96%,as,3.3%
man,and,6.21%,that,4.9%,of,4.63%
woman,and,5.78%,i,5.2%,in,4.62%
wert,thou,31.52%,the,7.61%,a,6.52%
till,i,11.9%,the,7.89%,he,7.44%
fell,and,5.07%,out,4.35%,upon,3.62%
purpose,to,8.13%,and,7.18%,of,5.26%
sun,and,11.16%,that,6.77%,to,6.37%
moon,and,9.16%,i,4.58%,with,3.82%
born,to,15.5%,and,7.0%,in,6.0%
things,that,7.83%,to,4.35%,of,3.48%
rare,as,4.92%,one,4.92%,a,4.92%
air,and,12.97%,with,4.86%,of,3.78%
truly,i,8.64%,sir,8.64%,for,3.7%
am,i,10.0%,not,7.52%,a,7.15%
breast,and,13.04%,of,6.96%,a,4.35%
therefore,i,9.64%,be,4.27%,to,3.32%
thyself,and,12.75%,a,5.39%,art,3.92%
bearing,the,20.25%,a,12.66%,off,5.06%
nurse,and,8.25%,o,5.67%,i,5.15%
ill,to,3.26%,done,2.54%,and,2.17%
slain,and,12.5%,in,6.25%,the,3.12%
put,on,12.21%,it,7.75%,me,5.62%
trust,me,18.99%,not,6.7%,to,5.59%
forget,to,13.83%,that,8.51%,the,7.45%
perfect,in,7.14%,love,7.14%,that,5.36%
strength,and,15.38%,of,13.85%,to,9.23%
seem,to,32.28%,so,5.29%,as,4.76%
dumb,show,12.96%,and,7.41%,shows,5.56%
learn,to,15.79%,of,9.47%,me,6.32%
writ,to,17.65%,in,8.82%,it,3.92%
fine,and,4.08%,in,3.06%,one,3.06%
table,of,7.27%,and,7.27%,book,5.45%
body,of,9.09%,to,7.95%,and,7.58%
wherein,i,12.68%,the,7.04%,my,7.04%
tis,a,9.82%,not,8.18%,true,4.29%
skill,in,16.95%,to,8.47%,and,8.47%
turns,to,20.69%,the,8.62%,his,5.17%
done,to,5.39%,and,5.24%,this,3.44%
therein,the,5.17%,do,5.17%,you,3.45%
cunning,in,12.99%,i,5.19%,of,5.19%
want,of,22.52%,the,3.97%,no,3.97%
grace,and,8.93%,to,7.18%,of,4.38%
favour,of,6.92%,to,6.15%,with,5.38%
public,place,35.21%,road,4.23%,street,2.82%
whilst,i,30.83%,you,5.83%,thou,5.0%
pride,of,9.92%,and,9.92%,is,4.96%
buried,in,17.74%,with,4.84%,a,3.23%
glory,of,19.54%,and,6.9%,to,5.75%
fight,with,13.0%,and,8.66%,against,5.42%
thousand,ducats,7.58%,times,7.0%,crowns,4.96%
once,more,18.41%,again,7.69%,in,3.5%
book,of,22.55%,and,12.75%,i,5.88%
rest,of,6.86%,and,6.29%,you,4.0%
forgot,the,7.69%,to,6.59%,me,4.4%
lord,i,7.06%,of,6.26%,and,4.08%
duty,to,10.74%,and,8.72%,i,4.7%
send,for,9.69%,him,8.91%,to,7.36%
witness,to,9.6%,of,9.6%,that,8.0%
wit,and,7.78%,to,7.39%,in,4.67%
poor,and,2.8%,man,2.65%,soul,2.49%
bare,and,6.56%,the,3.28%,to,3.28%
words,are,7.23%,and,6.53%,to,6.06%
hope,to,10.05%,i,7.14%,of,6.61%
naked,and,7.55%,on,7.55%,to,5.66%
bestow,your,11.76%,it,7.84%,on,7.84%
puts,on,18.87%,the,9.43%,forth,7.55%
loving,lord,5.56%,friends,4.76%,lords,2.38%
worthy,of,5.96%,lord,4.59%,to,3.67%
respect,of,17.48%,and,8.74%,than,5.83%
dare,not,27.8%,to,4.48%,be,3.59%
haste,and,8.38%,the,4.19%,i,4.19%
bed,and,14.74%,of,4.49%,i,3.85%
begins,to,46.03%,a,6.35%,my,4.76%
thoughts,and,9.33%,of,5.97%,to,4.1%
far,off,10.07%,from,9.06%,as,8.72%
intend,to,35.29%,it,5.88%,a,3.92%
open,the,13.61%,place,7.1%,to,5.33%
blind,and,9.09%,with,6.82%,man,3.41%
shadow,of,23.81%,to,4.76%,i,4.76%
view,the,12.5%,of,12.5%,and,6.82%
jewel,of,11.11%,in,11.11%,that,6.35%
makes,me,12.18%,the,9.14%,him,6.6%
black,and,14.92%,as,8.84%,prince,3.31%
thus,i,5.91%,to,4.63%,far,3.6%
